"Name","Label","Betweenness Centrality (BC)","Ranking by BC","Degree"
"starPep_04469","Peptide","0.0","2300","0"
"starPep_04473","Peptide","0.0","2301","0"
"starPep_04474","Peptide","0.0","2302","0"
"starPep_04481","Peptide","0.0","2303","0"
"starPep_04493","Peptide","3.213158009281954","2020","3"
"starPep_04537","Peptide","0.0","2304","0"
"starPep_04582","Peptide","141.3087371351543","1504","3"
"starPep_04583","Peptide","141.3087371351543","1505","3"
"starPep_04587","Peptide","41.32880679245741","1864","2"
"starPep_04594","Peptide","141.3087371351543","1506","3"
"starPep_04608","Peptide","99.7226218471936","1700","4"
"starPep_04630","Peptide","56.84441214287667","1824","3"
"starPep_04631","Peptide","56.84441214287667","1825","3"
"starPep_04632","Peptide","56.84441214287667","1826","3"
"starPep_04644","Peptide","56.84441214287667","1827","3"
"starPep_04650","Peptide","447.9545807934429","989","11"
"starPep_04651","Peptide","224.06044665034102","1255","9"
"starPep_04652","Peptide","447.9545807934429","990","11"
"starPep_04677","Peptide","43.500916932449634","1854","2"
"starPep_04679","Peptide","447.9545807934429","991","11"
"starPep_04689","Peptide","1563.1745696445018","668","10"
"starPep_04707","Peptide","882.8400241553014","792","11"
"starPep_04710","Peptide","443.7122831404105","994","6"
"starPep_04715","Peptide","408.7757059859899","1024","9"
"starPep_04730","Peptide","2241.8544176037008","615","11"
"starPep_04757","Peptide","0.0","2305","1"
"starPep_04758","Peptide","0.0","2306","1"
"starPep_04762","Peptide","405.40886910991094","1027","6"
"starPep_04767","Peptide","141.3087371351543","1507","3"
"starPep_04768","Peptide","141.3087371351543","1508","3"
"starPep_04776","Peptide","219.8440814921732","1257","3"
"starPep_04777","Peptide","219.8440814921732","1258","3"
"starPep_04778","Peptide","219.8440814921732","1259","3"
"starPep_04779","Peptide","219.8440814921732","1260","3"
"starPep_04780","Peptide","219.8440814921732","1261","3"
"starPep_04781","Peptide","219.8440814921732","1262","3"
"starPep_04782","Peptide","219.8440814921732","1263","3"
"starPep_04783","Peptide","219.8440814921732","1264","3"
"starPep_04784","Peptide","219.8440814921732","1265","3"
"starPep_04785","Peptide","219.8440814921732","1266","3"
"starPep_04786","Peptide","219.8440814921732","1267","3"
"starPep_04787","Peptide","219.8440814921732","1268","3"
"starPep_04788","Peptide","219.8440814921732","1269","3"
"starPep_04796","Peptide","82.55341491216802","1760","5"
"starPep_04802","Peptide","399.43591937682595","1032","6"
"starPep_04813","Peptide","0.0","2307","1"
"starPep_04817","Peptide","0.0","2308","1"
"starPep_04822","Peptide","82.58807214919477","1758","3"
"starPep_04825","Peptide","120.31672137481226","1563","4"
"starPep_04835","Peptide","204.9527319240449","1286","8"
"starPep_04836","Peptide","204.9527319240449","1287","8"
"starPep_04837","Peptide","204.9527319240449","1288","8"
"starPep_04840","Peptide","82.58807214919477","1759","3"
"starPep_04852","Peptide","141.3087371351543","1509","3"
"starPep_04855","Peptide","99.7226218471936","1701","4"
"starPep_04856","Peptide","99.7226218471936","1702","4"
"starPep_04857","Peptide","99.7226218471936","1703","4"
"starPep_04858","Peptide","99.7226218471936","1704","4"
"starPep_04859","Peptide","99.7226218471936","1705","4"
"starPep_04860","Peptide","99.7226218471936","1706","4"
"starPep_04861","Peptide","377.6632810557994","1062","11"
"starPep_04862","Peptide","287.0516557743671","1166","10"
"starPep_04863","Peptide","287.0516557743671","1167","10"
"starPep_04873","Peptide","99.7226218471936","1707","4"
"starPep_04884","Peptide","152.66299604702","1448","4"
"starPep_04889","Peptide","99.7226218471936","1708","4"
"starPep_04890","Peptide","47.29005025347594","1839","2"
"starPep_04896","Peptide","43.15589678510046","1855","3"
"starPep_04919","Peptide","0.0","2309","0"
"starPep_04920","Peptide","0.0","2310","0"
"starPep_04921","Peptide","0.0","2311","0"
"starPep_04922","Peptide","0.0","2312","0"
"starPep_04923","Peptide","0.0","2313","0"
"starPep_04925","Peptide","0.0","2314","0"
"starPep_04926","Peptide","0.6999285665583403","2052","2"
"starPep_04960","Peptide","2346.1283014078554","596","7"
"starPep_04981","Peptide","310.6909551669547","1107","10"
"starPep_04984","Peptide","156.08619641302752","1433","6"
"starPep_04985","Peptide","40.39995424868925","1865","2"
"starPep_04986","Peptide","40.39995424868925","1866","2"
"starPep_04988","Peptide","106.37002400083355","1621","4"
"starPep_04989","Peptide","106.37002400083355","1622","4"
"starPep_04990","Peptide","106.37002400083355","1623","4"
"starPep_04991","Peptide","218.75093504201158","1270","8"
"starPep_04992","Peptide","237.3097075194619","1235","9"
"starPep_04993","Peptide","218.75093504201158","1271","8"
"starPep_04994","Peptide","218.75093504201158","1272","8"
"starPep_04995","Peptide","218.75093504201158","1273","8"
"starPep_04996","Peptide","106.37002400083355","1624","4"
"starPep_04997","Peptide","310.6909551669547","1108","10"
"starPep_05006","Peptide","280.48454208474266","1177","7"
"starPep_05009","Peptide","47.29005025347594","1840","2"
"starPep_05010","Peptide","395.92002344831775","1039","5"
"starPep_05011","Peptide","128.97916757167818","1544","5"
"starPep_05012","Peptide","549.203696811846","921","7"
"starPep_05013","Peptide","171.26235862025476","1368","5"
"starPep_05016","Peptide","47.29005025347594","1841","2"
"starPep_05017","Peptide","47.29005025347594","1842","2"
"starPep_05018","Peptide","47.29005025347594","1843","2"
"starPep_05019","Peptide","47.29005025347594","1844","2"
"starPep_05020","Peptide","47.29005025347594","1845","2"
"starPep_05082","Peptide","777.6437619597473","823","11"
"starPep_05083","Peptide","777.6437619597473","824","11"
"starPep_05086","Peptide","515.8835582731701","938","6"
"starPep_05087","Peptide","515.8835582731701","939","6"
"starPep_05088","Peptide","218.75093504201158","1274","8"
"starPep_05095","Peptide","0.0","2315","1"
"starPep_05101","Peptide","0.0","2316","1"
"starPep_05104","Peptide","0.0","2317","1"
"starPep_05105","Peptide","0.0","2318","1"
"starPep_05106","Peptide","0.0","2319","1"
"starPep_05107","Peptide","0.0","2320","1"
"starPep_05108","Peptide","0.0","2321","1"
"starPep_05109","Peptide","0.0","2322","1"
"starPep_05110","Peptide","0.0","2323","1"
"starPep_05111","Peptide","0.0","2324","1"
"starPep_05112","Peptide","0.0","2325","1"
"starPep_05120","Peptide","94.92479367680457","1728","2"
"starPep_05121","Peptide","179.40730371442868","1322","6"
"starPep_05131","Peptide","0.0","2326","1"
"starPep_05132","Peptide","0.0","2327","1"
"starPep_05134","Peptide","169.5269735077819","1376","6"
"starPep_05136","Peptide","240.6801976880317","1221","7"
"starPep_05138","Peptide","808.5111274411923","806","4"
"starPep_05139","Peptide","294.2345824185695","1137","2"
"starPep_05140","Peptide","294.2345824185695","1138","2"
"starPep_05141","Peptide","144.81613833237003","1474","6"
"starPep_05142","Peptide","144.81613833237003","1475","6"
"starPep_05145","Peptide","391.0628493380994","1049","5"
"starPep_05167","Peptide","154.46129943147318","1445","5"
"starPep_05187","Peptide","212.8403647536072","1281","6"
"starPep_05188","Peptide","212.8403647536072","1282","6"
"starPep_05189","Peptide","18.217611681860248","1904","2"
"starPep_05200","Peptide","106.37002400083355","1625","4"
"starPep_05201","Peptide","106.37002400083355","1626","4"
"starPep_05207","Peptide","254.94798985015237","1203","3"
"starPep_05213","Peptide","328.24136091463276","1094","8"
"starPep_05216","Peptide","130.54324822150653","1542","5"
"starPep_05220","Peptide","391.0628493380994","1050","5"
"starPep_05237","Peptide","14.975222880187314","1934","2"
"starPep_05248","Peptide","287.0516557743671","1168","10"
"starPep_05249","Peptide","287.0516557743671","1169","10"
"starPep_05252","Peptide","64.78100202020376","1809","3"
"starPep_05253","Peptide","64.78100202020376","1810","3"
"starPep_05254","Peptide","64.78100202020376","1811","3"
"starPep_05255","Peptide","280.48454208474266","1178","7"
"starPep_05263","Peptide","2346.1283014078554","597","7"
"starPep_05264","Peptide","2346.1283014078554","598","7"
"starPep_05266","Peptide","1536.2112086189488","672","9"
"starPep_05273","Peptide","168.97493213880713","1379","7"
"starPep_05274","Peptide","168.97493213880713","1380","7"
"starPep_05275","Peptide","168.97493213880713","1381","7"
"starPep_05278","Peptide","168.97493213880713","1382","7"
"starPep_05279","Peptide","168.97493213880713","1383","7"
"starPep_05280","Peptide","168.97493213880713","1384","7"
"starPep_05281","Peptide","1434.6346849784607","698","7"
"starPep_05294","Peptide","43.15589678510046","1856","3"
"starPep_05295","Peptide","43.15589678510046","1857","3"
"starPep_05296","Peptide","43.15589678510046","1858","3"
"starPep_05303","Peptide","2346.1283014078554","599","7"
"starPep_05304","Peptide","2500.877763356172","580","13"
"starPep_05328","Peptide","18.217611681860248","1905","2"
"starPep_05331","Peptide","702.1639567145096","853","8"
"starPep_05336","Peptide","106.37002400083355","1627","4"
"starPep_05337","Peptide","106.37002400083355","1628","4"
"starPep_05338","Peptide","106.37002400083355","1629","4"
"starPep_05339","Peptide","307.9699279835879","1113","7"
"starPep_05340","Peptide","106.37002400083355","1630","4"
"starPep_05341","Peptide","0.0","2328","1"
"starPep_05344","Peptide","280.48454208474266","1179","7"
"starPep_05352","Peptide","80.64065100915435","1773","3"
"starPep_05365","Peptide","326.71404101349856","1095","11"
"starPep_05377","Peptide","287.0516557743671","1170","10"
"starPep_05379","Peptide","280.48454208474266","1180","7"
"starPep_05387","Peptide","280.48454208474266","1181","7"
"starPep_05389","Peptide","280.48454208474266","1182","7"
"starPep_05390","Peptide","280.48454208474266","1183","7"
"starPep_05391","Peptide","280.48454208474266","1184","7"
"starPep_05392","Peptide","280.48454208474266","1185","7"
"starPep_05393","Peptide","280.48454208474266","1186","7"
"starPep_05394","Peptide","280.48454208474266","1187","7"
"starPep_05395","Peptide","280.48454208474266","1188","7"
"starPep_05396","Peptide","280.48454208474266","1189","7"
"starPep_05401","Peptide","180.64967374893345","1310","3"
"starPep_05403","Peptide","0.0","2329","0"
"starPep_05404","Peptide","763.9028424918483","829","15"
"starPep_05415","Peptide","432.35217349461664","1002","8"
"starPep_05420","Peptide","252.80980513889025","1210","4"
"starPep_05422","Peptide","13844.726588066462","104","5"
"starPep_05424","Peptide","61.36295374234893","1816","4"
"starPep_05425","Peptide","61.36295374234893","1817","4"
"starPep_05435","Peptide","763.9028424918483","830","15"
"starPep_05436","Peptide","724.3477327421346","848","14"
"starPep_05437","Peptide","763.9028424918483","831","15"
"starPep_05438","Peptide","763.9028424918483","832","15"
"starPep_05439","Peptide","763.9028424918483","833","15"
"starPep_05440","Peptide","359.19160469567913","1068","8"
"starPep_05441","Peptide","359.19160469567913","1069","8"
"starPep_05442","Peptide","359.19160469567913","1070","8"
"starPep_05443","Peptide","359.19160469567913","1071","8"
"starPep_05452","Peptide","4329.902421242043","383","6"
"starPep_05455","Peptide","0.0","2330","1"
"starPep_05456","Peptide","0.0","2331","1"
"starPep_05460","Peptide","0.0","2332","1"
"starPep_05464","Peptide","1536.2112086189488","673","9"
"starPep_05467","Peptide","655.5536947785645","874","12"
"starPep_05468","Peptide","655.5536947785645","875","12"
"starPep_05469","Peptide","655.5536947785645","876","12"
"starPep_05472","Peptide","80.64065100915435","1774","3"
"starPep_05473","Peptide","80.64065100915435","1775","3"
"starPep_05475","Peptide","235.0698815430232","1243","8"
"starPep_05476","Peptide","80.64065100915435","1776","3"
"starPep_05477","Peptide","235.0698815430232","1244","8"
"starPep_05481","Peptide","138.194693424163","1520","5"
"starPep_05496","Peptide","4329.902421242043","384","6"
"starPep_05497","Peptide","149.57087222050887","1450","5"
"starPep_05498","Peptide","149.57087222050887","1451","5"
"starPep_05499","Peptide","149.57087222050887","1452","5"
"starPep_05500","Peptide","149.57087222050887","1453","5"
"starPep_05501","Peptide","149.57087222050887","1454","5"
"starPep_05502","Peptide","14.975222880187314","1935","2"
"starPep_05506","Peptide","301.36051391226704","1127","5"
"starPep_05507","Peptide","301.36051391226704","1128","5"
"starPep_05508","Peptide","301.36051391226704","1129","5"
"starPep_05509","Peptide","301.36051391226704","1130","5"
"starPep_05510","Peptide","301.36051391226704","1131","5"
"starPep_05511","Peptide","301.36051391226704","1132","5"
"starPep_05512","Peptide","178.1474756001158","1328","7"
"starPep_05513","Peptide","121.37210662953804","1557","5"
"starPep_05514","Peptide","121.37210662953804","1558","5"
"starPep_05515","Peptide","81.70965720390998","1761","4"
"starPep_05516","Peptide","121.37210662953804","1559","5"
"starPep_05518","Peptide","401.64697904667406","1028","11"
"starPep_05519","Peptide","401.64697904667406","1029","11"
"starPep_05520","Peptide","149.57087222050887","1455","5"
"starPep_05521","Peptide","401.64697904667406","1030","11"
"starPep_05522","Peptide","149.57087222050887","1456","5"
"starPep_05525","Peptide","121.37210662953804","1560","5"
"starPep_05526","Peptide","234.67695417528802","1246","5"
"starPep_05527","Peptide","234.67695417528802","1247","5"
"starPep_05540","Peptide","99.7226218471936","1709","4"
"starPep_05562","Peptide","47.29005025347594","1846","2"
"starPep_05563","Peptide","99.7226218471936","1710","4"
"starPep_05564","Peptide","0.0","2333","1"
"starPep_05566","Peptide","0.0","2334","1"
"starPep_05573","Peptide","99.7226218471936","1711","4"
"starPep_05574","Peptide","70.6100711475319","1801","3"
"starPep_05576","Peptide","99.7226218471936","1712","4"
"starPep_05577","Peptide","99.7226218471936","1713","4"
"starPep_05578","Peptide","99.7226218471936","1714","4"
"starPep_05579","Peptide","99.7226218471936","1715","4"
"starPep_05580","Peptide","99.7226218471936","1716","4"
"starPep_05582","Peptide","99.7226218471936","1717","4"
"starPep_05584","Peptide","869.6990434862468","798","9"
"starPep_05586","Peptide","99.7226218471936","1718","4"
"starPep_05607","Peptide","451.30906636088696","986","14"
"starPep_05608","Peptide","396.78475354458135","1037","10"
"starPep_05609","Peptide","396.78475354458135","1038","10"
"starPep_05610","Peptide","310.96259570226925","1105","9"
"starPep_05612","Peptide","310.96259570226925","1106","9"
"starPep_05613","Peptide","0.0","2335","0"
"starPep_05619","Peptide","0.0","2336","1"
"starPep_05620","Peptide","0.0","2337","1"
"starPep_05623","Peptide","252.80980513889025","1211","4"
"starPep_05628","Peptide","4329.902421242043","385","6"
"starPep_05631","Peptide","655.5536947785645","877","12"
"starPep_05632","Peptide","157.09685541156807","1426","6"
"starPep_05633","Peptide","157.09685541156807","1427","6"
"starPep_05634","Peptide","157.09685541156807","1428","6"
"starPep_05635","Peptide","157.09685541156807","1429","6"
"starPep_05638","Peptide","138.194693424163","1521","5"
"starPep_05640","Peptide","138.194693424163","1522","5"
"starPep_05677","Peptide","138.194693424163","1523","5"
"starPep_05678","Peptide","138.194693424163","1524","5"
"starPep_05679","Peptide","138.194693424163","1525","5"
"starPep_05680","Peptide","237.43414805171048","1232","5"
"starPep_05681","Peptide","237.43414805171048","1233","5"
"starPep_05686","Peptide","99.7226218471936","1719","4"
"starPep_05692","Peptide","120.11802516098487","1567","5"
"starPep_05693","Peptide","155.51231872436108","1440","7"
"starPep_05694","Peptide","120.11802516098487","1568","5"
"starPep_05695","Peptide","120.11802516098487","1569","5"
"starPep_05696","Peptide","261.4868192336142","1199","5"
"starPep_05697","Peptide","0.0","2338","1"
"starPep_05698","Peptide","104.80863900333773","1659","4"
"starPep_05708","Peptide","348.1132995899188","1082","6"
"starPep_05709","Peptide","106.37002400083355","1631","4"
"starPep_05710","Peptide","106.37002400083355","1632","4"
"starPep_05711","Peptide","106.37002400083355","1633","4"
"starPep_05712","Peptide","106.37002400083355","1634","4"
"starPep_05713","Peptide","718.3154389384507","849","5"
"starPep_05714","Peptide","106.37002400083355","1635","4"
"starPep_05715","Peptide","106.37002400083355","1636","4"
"starPep_05729","Peptide","104.80863900333773","1660","4"
"starPep_05730","Peptide","104.80863900333773","1661","4"
"starPep_05731","Peptide","104.80863900333773","1662","4"
"starPep_05732","Peptide","104.80863900333773","1663","4"
"starPep_05733","Peptide","261.4868192336142","1200","5"
"starPep_05734","Peptide","104.80863900333773","1664","4"
"starPep_05735","Peptide","104.80863900333773","1665","4"
"starPep_05736","Peptide","104.80863900333773","1666","4"
"starPep_05738","Peptide","0.0","2339","1"
"starPep_05739","Peptide","104.80863900333773","1667","4"
"starPep_05740","Peptide","156.08619641302752","1434","6"
"starPep_05741","Peptide","156.08619641302752","1435","6"
"starPep_05742","Peptide","156.08619641302752","1436","6"
"starPep_05743","Peptide","156.08619641302752","1437","6"
"starPep_05744","Peptide","0.0","2340","1"
"starPep_05745","Peptide","0.0","2341","1"
"starPep_05746","Peptide","0.0","2342","1"
"starPep_05747","Peptide","0.0","2343","1"
"starPep_05748","Peptide","0.0","2344","1"
"starPep_05749","Peptide","0.0","2345","1"
"starPep_05750","Peptide","0.0","2346","1"
"starPep_05751","Peptide","0.0","2347","1"
"starPep_05755","Peptide","104.80863900333773","1668","4"
"starPep_05758","Peptide","2123.0616456885687","625","18"
"starPep_05764","Peptide","8.211689876378085","1987","3"
"starPep_05766","Peptide","173.54758996334675","1344","7"
"starPep_05767","Peptide","80.64065100915435","1777","3"
"starPep_05783","Peptide","56.84441214287667","1828","3"
"starPep_05789","Peptide","168.97493213880713","1385","7"
"starPep_05794","Peptide","168.97493213880713","1386","7"
"starPep_05804","Peptide","1388.504561344587","705","17"
"starPep_05810","Peptide","104.80863900333773","1669","4"
"starPep_05819","Peptide","99.7226218471936","1720","4"
"starPep_05837","Peptide","777.6437619597473","825","11"
"starPep_05843","Peptide","515.8835582731701","940","6"
"starPep_05844","Peptide","603.7535975919277","894","8"
"starPep_05845","Peptide","168.97493213880713","1387","7"
"starPep_05846","Peptide","168.97493213880713","1388","7"
"starPep_05847","Peptide","46.3794592273025","1849","3"
"starPep_05848","Peptide","46.3794592273025","1850","3"
"starPep_05849","Peptide","0.0","2348","1"
"starPep_05850","Peptide","106.37002400083355","1637","4"
"starPep_05855","Peptide","0.0","2349","1"
"starPep_05859","Peptide","921.3116783043567","782","4"
"starPep_05861","Peptide","47.29005025347594","1847","2"
"starPep_05869","Peptide","14.975222880187314","1936","2"
"starPep_05880","Peptide","106.37002400083355","1638","4"
"starPep_05882","Peptide","429.5438217353526","1007","12"
"starPep_05942","Peptide","0.0","2350","1"
"starPep_05960","Peptide","1149.555444755819","737","3"
"starPep_05961","Peptide","1149.555444755819","738","3"
"starPep_05962","Peptide","1149.555444755819","739","3"
"starPep_05963","Peptide","77.21551815430291","1787","9"
"starPep_05974","Peptide","520.0202009310674","933","4"
"starPep_05975","Peptide","305.17823353941986","1114","10"
"starPep_05976","Peptide","305.17823353941986","1115","10"
"starPep_05977","Peptide","305.17823353941986","1116","10"
"starPep_05978","Peptide","552.2293940949062","920","13"
"starPep_05979","Peptide","281.4165692958874","1176","7"
"starPep_05980","Peptide","305.17823353941986","1117","10"
"starPep_05981","Peptide","16.81139634422586","1911","2"
"starPep_05982","Peptide","16.81139634422586","1912","2"
"starPep_05983","Peptide","16.81139634422586","1913","2"
"starPep_05984","Peptide","16.81139634422586","1914","2"
"starPep_05985","Peptide","16.81139634422586","1915","2"
"starPep_05993","Peptide","305.17823353941986","1118","10"
"starPep_06030","Peptide","163.45586426742094","1418","6"
"starPep_06031","Peptide","104.80863900333773","1670","4"
"starPep_06032","Peptide","104.80863900333773","1671","4"
"starPep_06033","Peptide","119.68719709598277","1570","5"
"starPep_06034","Peptide","180.64967374893345","1311","3"
"starPep_06035","Peptide","180.64967374893345","1312","3"
"starPep_06036","Peptide","104.80863900333773","1672","4"
"starPep_06039","Peptide","163.45586426742094","1419","6"
"starPep_06040","Peptide","104.80863900333773","1673","4"
"starPep_06042","Peptide","180.64967374893345","1313","3"
"starPep_06044","Peptide","193.15297824310332","1294","5"
"starPep_06045","Peptide","163.45586426742094","1420","6"
"starPep_06046","Peptide","47.29005025347594","1848","2"
"starPep_06047","Peptide","104.80863900333773","1674","4"
"starPep_06048","Peptide","104.80863900333773","1675","4"
"starPep_06050","Peptide","163.45586426742094","1421","6"
"starPep_06051","Peptide","104.80863900333773","1676","4"
"starPep_06052","Peptide","104.80863900333773","1677","4"
"starPep_06053","Peptide","104.80863900333773","1678","4"
"starPep_06054","Peptide","104.80863900333773","1679","4"
"starPep_06064","Peptide","104.80863900333773","1680","4"
"starPep_06066","Peptide","119.68719709598277","1571","5"
"starPep_06096","Peptide","2346.1283014078554","600","7"
"starPep_06097","Peptide","2346.1283014078554","601","7"
"starPep_06100","Peptide","0.0","2351","1"
"starPep_06101","Peptide","141.3087371351543","1510","3"
"starPep_06102","Peptide","106.37002400083355","1639","4"
"starPep_06115","Peptide","235.0698815430232","1245","8"
"starPep_06127","Peptide","461.16812396017696","976","7"
"starPep_06134","Peptide","108.55134491727534","1600","5"
"starPep_06135","Peptide","407.59307141267743","1025","8"
"starPep_06136","Peptide","0.6999285665583403","2053","2"
"starPep_06139","Peptide","756.3108864909666","837","11"
"starPep_06140","Peptide","144.81613833237003","1476","6"
"starPep_06141","Peptide","144.81613833237003","1477","6"
"starPep_06145","Peptide","168.97493213880713","1389","7"
"starPep_06146","Peptide","0.0","2352","1"
"starPep_06175","Peptide","85.86689417383329","1742","5"
"starPep_06189","Peptide","99.93315232231657","1690","3"
"starPep_06190","Peptide","99.93315232231657","1691","3"
"starPep_06191","Peptide","106.37002400083355","1640","4"
"starPep_06194","Peptide","756.3108864909666","838","11"
"starPep_06203","Peptide","168.97493213880713","1390","7"
"starPep_06204","Peptide","0.0","2353","0"
"starPep_06207","Peptide","1460.299730983591","689","8"
"starPep_06208","Peptide","1460.299730983591","690","8"
"starPep_06209","Peptide","1460.299730983591","691","8"
"starPep_06213","Peptide","46.3794592273025","1851","3"
"starPep_06217","Peptide","168.97493213880713","1391","7"
"starPep_06225","Peptide","14.975222880187314","1937","2"
"starPep_06226","Peptide","14.975222880187314","1938","2"
"starPep_06227","Peptide","14.975222880187314","1939","2"
"starPep_06228","Peptide","14.975222880187314","1940","2"
"starPep_06229","Peptide","14.975222880187314","1941","2"
"starPep_06230","Peptide","14.975222880187314","1942","2"
"starPep_06231","Peptide","14.975222880187314","1943","2"
"starPep_06232","Peptide","14.975222880187314","1944","2"
"starPep_06233","Peptide","14.975222880187314","1945","2"
"starPep_06234","Peptide","99.7226218471936","1721","4"
"starPep_06235","Peptide","99.7226218471936","1722","4"
"starPep_06236","Peptide","99.7226218471936","1723","4"
"starPep_06237","Peptide","14.975222880187314","1946","2"
"starPep_06239","Peptide","168.97493213880713","1392","7"
"starPep_06240","Peptide","113.51476750199335","1592","5"
"starPep_06242","Peptide","125.20940805627501","1549","5"
"starPep_06243","Peptide","125.20940805627501","1550","5"
"starPep_06244","Peptide","113.51476750199335","1593","5"
"starPep_06245","Peptide","147.18768439829637","1462","5"
"starPep_06246","Peptide","113.51476750199335","1594","5"
"starPep_06247","Peptide","147.18768439829637","1463","5"
"starPep_06248","Peptide","1649.5306149765943","662","10"
"starPep_06250","Peptide","99.7226218471936","1724","4"
"starPep_06251","Peptide","168.97493213880713","1393","7"
"starPep_06254","Peptide","2556.257784552188","575","19"
"starPep_06256","Peptide","147.18768439829637","1464","5"
"starPep_06266","Peptide","25.217619940401296","1884","7"
"starPep_06273","Peptide","54.889560953249166","1830","3"
